date,price_usd,inr_per_usd,gold_price_inr,fed_intrest_rate,inflation_yoy,gold_return_1d,inr_change_1d,gold_inr_return_1d
2014-08-01,1296.0,60.8738,78892.4448,0.09,1.7150983482969062,-1.1441647597253968,1.2949367341369422,0.13595576463880654
2014-09-01,1238.8,60.8976,75439.94687999999,0.09,1.6840509711232077,-4.413580246913584,0.03909727994637624,-4.376208556792005
2014-10-01,1222.5,61.3668,75020.913,0.09,1.6095417021513292,-1.3157894736842035,0.7704737132497863,-0.5554535724508591
2014-11-01,1176.3,61.6828,72557.47764,0.09,1.231524989320798,-3.779141104294481,0.5149364151300073,-3.2836648628896348
2014-12-01,1202.3,62.7071,75392.74633,0.12,0.6531213919623191,2.2103204964719847,1.6605925801033594,3.9076174947362707
2015-01-01,1251.9,62.13,77780.547,0.11,-0.2299309782054281,4.125426266322885,-0.9203104592621747,3.167149077642595
2015-02-01,1227.2,61.9905,76074.7416,0.11,-0.0870314629352053,-1.9730010384216068,-0.22452921294061623,-2.193100287659344
2015-03-01,1178.6,62.4805,73639.51729999999,0.11,-0.0220312844238734,-3.960234680573671,0.7904436970180839,-3.2010944089752913
2015-04-01,1197.9,62.6414,75038.13306000001,0.12,-0.1040309893939106,1.6375360597318922,0.2575203463480502,1.899273394612555
2015-05-01,1199.1,63.715,76400.6565,0.12,0.0350332182442958,0.10017530678685382,1.71388251220439,1.8157747060558282
2015-06-01,1181.5,63.7809,75357.13335,0.13,0.1795718097550525,-1.4677674922858763,0.10342933375186991,-1.3658562606723046
2015-07-01,1130.0,63.6045,71873.085,0.13,0.2256861110409458,-4.358865848497673,-0.27657182636181554,-4.623382279973631
2015-08-01,1117.5,65.0971,72746.00925,0.14,0.2413037985344868,-1.106194690265483,2.3466893065742234,1.2145356638023852
2015-09-01,1124.5,66.1667,74404.45415,0.14,0.00884296163417,0.6263982102908239,1.643083946903956,2.2797744056317404
2015-10-01,1159.3,65.0262,75384.87366,0.12,0.127616560670507,3.094708759448639,-1.7236767135130004,1.317689271697975
2015-11-01,1085.7,66.1,71764.77,0.12,0.4363182169185187,-6.348658673337349,1.6513343852170292,-4.8021618717931975
2015-12-01,1068.3,66.5023,71044.40709000001,0.24,0.6387247515364791,-1.6026526664824625,0.6086232980333062,-1.0037834859639272
2016-01-01,1097.4,67.3332,73891.45368,0.34,1.2375025026943876,2.7239539455209405,1.2494304708258186,4.007418326953349
2016-02-01,1199.9,68.2395,81880.57605000002,0.38,0.8472775790126619,9.340258793511946,1.3459927643421077,10.81197076538556
2016-03-01,1246.3,66.8909,83366.12867,0.36,0.8916160965521946,3.866988915742975,-1.9762747382381263,1.814291852432559
2016-04-01,1242.3,66.4219,82515.92636999999,0.37,1.1726257503534845,-0.3209500120356257,-0.701141709858899,-1.0198414074923612
2016-05-01,1259.4,66.8895,84240.6363,0.37,1.0784764621246223,1.376479111325768,0.7039846797517235,2.0901539931412083
2016-06-01,1276.4,67.2655,85857.6842,0.38,1.0792865347959424,1.349849134508485,0.5621211101892065,1.9195580316384797
2016-07-01,1337.3,67.158,89810.3934,0.39,0.8683633430518256,4.771231588843605,-0.15981446655417564,4.603792003977669
2016-08-01,1341.1,66.9035,89724.28384999999,0.4,1.0553158595656864,0.28415463994615475,-0.3789570862741676,-0.09587927047206568
2016-09-01,1326.0,66.7138,88462.4988,0.4,1.5486446201652182,-1.1259413913951133,-0.28354271450670154,-1.406291581116914
2016-10-01,1266.6,66.7415,84534.7839,0.4,1.685924966243646,-4.47963800904978,0.041520644904036175,-4.4399773387364565
2016-11-01,1236.0,67.6395,83602.42199999999,0.41,1.6843334719788938,-2.415916627190895,1.3454896878254186,-1.1029328484508105
2016-12-01,1151.4,67.8052,78070.90728,0.54,2.0507989115119862,-6.844660194174745,0.2449751994027194,-6.616452714731147
2017-01-01,1192.6,68.0474,81153.32923999999,0.65,2.510393348257112,3.578252562098294,0.35719974279257993,3.948233813839175
2017-02-01,1234.4,66.9726,82670.97744,0.66,2.8103616813294208,3.5049471742411686,-1.5794872397769777,1.8700997410861175
2017-03-01,1231.1,65.8009,81007.48799,0.79,2.44119623655914,-0.267336357744663,-1.7495214460839237,-2.0121806969166656
2017-04-01,1265.6,64.536,81676.7616,0.9,2.176223471915395,2.8023718625619365,-1.9223141324814619,0.8261873397217512
2017-05-01,1245.0,64.4195,80202.2775,0.91,1.856343166761976,-1.627686472819212,-0.18051940002479228,-1.8052675829889897
2017-06-01,1260.3,64.4482,81224.06646,1.04,1.640565809959127,1.2289156626505982,0.044551727349628756,1.2740148931556172
2017-07-01,1236.2,64.424,79640.94880000001,1.15,1.7251073506566073,-1.9122431167182374,-0.03754953590634491,-1.9490746142088566
2017-08-01,1282.3,63.9683,82026.55109,1.16,1.92812155729698,3.729170037210805,-0.7073450887868038,2.9954468473132767
2017-09-01,1315.0,64.4775,84787.9125,1.15,2.1805652303711787,2.550105279575776,0.7960192782987985,3.3664238875168895
2017-10-01,1279.5,65.0357,83213.17815,1.15,2.020757753132485,-2.6996197718631154,0.8657283548524575,-1.8572627908488681
2017-11-01,1282.3,64.8435,83148.82005000001,1.16,2.172493864295566,0.2188354826103911,-0.2955299935266331,-0.0773412354038272
2017-12-01,1261.3,64.2445,81031.58785,1.3,2.129930719552253,-1.6376822896358112,-0.923762597638933,-2.5463165908149454
2018-01-01,1331.7,63.6452,84756.31284000001,1.41,2.151318868063945,5.581542852612387,-0.9328425001361995,4.596633348583734
2018-02-01,1331.5,64.43,85788.54500000001,1.42,2.263468931091861,-0.015018397536981087,1.2330859200693878,1.217882332786946
2018-03-01,1324.7,65.0455,86165.77385000001,1.51,2.3309497646499366,-0.510702215546377,0.9553003259351156,0.4397193704590796
2018-04-01,1334.7,65.6729,87653.61963,1.69,2.4709963021052994,0.7548878991469721,0.9645555803245331,1.7267247928279161
2018-05-01,1303.0,67.51,87965.53000000001,1.7,2.781921607842497,-2.3750655578032576,2.7973486780696444,0.3558442552819008
2018-06-01,1281.6,67.79,86879.664,1.82,2.8075506935940187,-1.6423637759017673,0.41475336987113476,-1.2344221651367393
2018-07-01,1238.5,68.6867,85068.47795,1.91,2.854124785561929,-3.3629837702871312,1.3227614692432388,-2.084706554574156
2018-08-01,1201.3,69.6317,83648.56120999999,1.91,2.642923856874257,-3.0036334275333143,1.3758122023623143,-1.6691455803812372
2018-09-01,1198.5,72.2779,86625.06315,1.95,2.332055105808828,-0.23308082910180605,3.8002806193156324,3.5583420646381425
2018-10-01,1215.4,73.5609,89405.91786000002,2.19,2.492032470218053,1.4100959532749258,1.775093078243839,3.2102195471819472
2018-11-01,1221.0,71.738,87592.098,2.2,2.147328577667773,0.46075366134605833,-2.4780827858278065,-2.0287469816486436
2018-12-01,1247.9,70.8331,88392.62549,2.27,2.0023809043401064,2.203112203112201,-1.2613956341130161,0.9139266078545205
2019-01-01,1291.8,70.71,91343.17799999999,2.4,1.4875893578291333,3.5179100889494164,-0.17378880777491057,3.338007547172328
2019-02-01,1320.1,71.1739,93956.66539,2.4,1.5188615351321877,2.1907416008670078,0.6560599632301045,2.861174142638223
2019-03-01,1300.9,69.4895,90398.89055000001,2.41,1.8831863513063984,-1.4544352700552876,-2.3665978680387,-3.7866125040008525
2019-04-01,1286.5,69.4068,89291.84820000001,2.42,2.000583470209061,-1.106925974325479,-0.11901078580217606,-1.2246193988273535
2019-05-01,1284.0,69.7827,89600.98680000001,2.39,1.7959105553606136,-0.1943256898562007,0.5415895848821739,0.34621144732895903
2019-06-01,1359.0,69.388,94298.292,2.38,1.671194894390049,5.841121495327095,-0.5656129671107624,5.242470387614073
2019-07-01,1413.0,68.7391,97128.3483,2.4,1.826331335037068,3.9735099337748325,-0.9351761111431545,3.0011745069571383
2019-08-01,1498.8,71.1891,106698.22308,2.13,1.7376412106666406,6.072186836518045,3.5642014515756104,9.85281325946319
2019-09-01,1511.3,71.311,107772.31430000001,2.04,1.6844977040391562,0.8340005337603484,0.17123407937451596,1.0066627062708333
2019-10-01,1494.8,71.0086,106143.65527999999,1.83,1.7339736996186297,-1.0917752927942836,-0.4240579994671312,-1.5112035317961237
2019-11-01,1470.0,71.4942,105096.47400000002,1.55,2.092290394862917,-1.6590848274016579,0.6838608281250602,-0.9865698305165593
2019-12-01,1476.0,71.1567,105027.2892,1.55,2.3195274699624457,0.40816326530612734,-0.47206626551524744,-0.06582980129287153
2020-01-01,1560.7,71.279,111245.1353,1.55,2.599767976845202,5.738482384823862,0.17187418753257244,5.920219542332039
2020-02-01,1597.1,71.5295,114239.76444999999,1.58,2.34131667975952,2.3322867943871284,0.35143590678881065,2.691919194420711
2020-03-01,1591.9,74.5482,118673.27958,0.65,1.4940399642909163,-0.32559013211445054,4.220216833614088,3.880886091935576
2020-04-01,1682.9,76.1682,128183.46378,0.05,0.3130472940411133,5.716439474841395,2.173090698366975,8.0137535877139
2020-05-01,1716.4,75.6575,129858.53300000001,0.05,0.1982013035848551,1.990611444530277,-0.670489784450734,1.3067748136958768
2020-06-01,1732.2,75.7077,131140.87794,0.08,0.7166562831830481,0.9205313446748908,0.06635165053034964,0.9874937829460917
2020-07-01,1843.3,74.9286,138115.88838,0.09,0.9968647625897996,6.413809028980477,-1.0290895113707066,5.318715681613173
2020-08-01,1968.6,74.5657,146790.03702000002,0.1,1.2810698495523851,6.797591276514936,-0.484327746681501,6.280340909175286
2020-09-01,1922.2,73.5233,141326.48726000002,0.09,1.3910228912373812,-2.3570049781570623,-1.3979617974484215,-3.722016746446888
2020-10-01,1900.3,73.5648,139795.18944000002,0.09,1.2303863428671624,-1.1393195297055514,0.05644469168277766,-1.0835179234185977
2020-11-01,1863.5,74.2311,138329.65485,0.09,1.1757452138405844,-1.9365363363679444,0.9057320892600806,-1.0483440781265396
2020-12-01,1856.0,73.6195,136637.79200000002,0.09,1.3204191315779434,-0.40246847330291935,-0.8239134271215143,-1.2230659086329476
2021-01-01,1867.0,73.1106,136497.4902,0.09,1.3738437137002402,0.592672413793105,-0.6912570718355826,-0.10268154801565954
2021-02-01,1808.2,72.8053,131646.54346000002,0.08,1.6698167791706853,-3.149437600428495,-0.4175865059239059,-3.5538724799205057
2021-03-01,1718.2,72.8196,125118.63672,0.07,2.6678187820641908,-4.977325517088815,0.019641427203787032,-4.958661707653178
2021-04-01,1761.7,74.5186,131279.41762000002,0.07,4.133077115360573,2.5317192410662326,2.3331630495086575,4.9239514284247665
2021-05-01,1853.2,73.2065,135666.2858,0.06,4.918257089467626,5.193846852472039,-1.7607684524400646,3.3416267831855917
2021-06-01,1834.6,73.5782,134986.56571999998,0.08,5.295632620349999,-1.0036693287286957,0.5077417988839761,-0.5010235785492645
2021-07-01,1807.1,74.539,134699.4269,0.1,5.245169381309234,-1.498964351902321,1.3058215612776758,-0.2127165903276662
2021-08-01,1784.0,74.1155,132222.052,0.09,5.152015301793966,-1.2782911847711742,-0.568158950348141,-1.839187409341525
2021-09-01,1777.3,73.6357,130872.72961,0.08,5.351215590949132,-0.37556053811659273,-0.6473679594686588,-1.02049723899309
2021-10-01,1776.9,74.92,133125.348,0.08,6.235042390298062,-0.022506048500525733,1.7441268297850199,1.7212282472542473
2021-11-01,1820.2,74.477,135563.03540000002,0.08,6.901970403700863,2.4368281839157957,-0.5912973838761326,1.8311218987386413
2021-12-01,1786.7,75.3948,134707.88916000002,0.08,7.174340285065539,-1.840457092627179,1.2323267585966136,-0.630810779263502
2022-01-01,1816.8,74.4075,135183.546,0.08,7.558805726967832,1.6846700621256927,-1.3095067564341423,0.3531024374044067
2022-02-01,1856.3,74.9695,139165.88285,0.08,7.937278766517819,2.174152355790393,0.7553002049524471,2.945873937942123
2022-03-01,1947.8,76.1896,148402.10288,0.2,8.572204966013853,4.929160157302159,1.627461834479349,6.636842192101966
2022-04-01,1933.9,76.1719,147308.83741,0.33,8.231750770777225,-0.7136256289146714,-0.023231517162458637,-0.7366913600166503
2022-05-01,1848.3,77.2933,142861.20639,0.77,8.538171195642065,-4.426288846372617,1.472196439894513,-3.0192560732938634
2022-06-01,1833.8,78.09,143201.442,1.21,8.979361103105798,-0.7845046799761946,1.0307491076199327,0.2381581526556431
2022-07-01,1736.4,79.5915,138202.6806,1.68,8.462576727730099,-5.311375286290754,1.9227814060699178,-3.4907200166322427
2022-08-01,1765.7,79.5065,140384.62705,2.33,8.222579178218826,1.6873992167703245,-0.10679532362123378,1.5788018296947648
2022-09-01,1683.0,80.2538,135067.1454,2.56,8.192106896425821,-4.6836948519001,0.9399231509373385,-3.787794833195024
2022-10-01,1664.5,82.2915,136974.20175,3.08,7.758813957693,-1.0992275698158083,2.5390698010561596,1.411932075970257
2022-11-01,1726.5,81.6805,141021.38324999998,3.78,7.122856456533988,3.724842294983488,-0.7424825164202953,2.954703475758702
2022-12-01,1796.7,82.4738,148180.67646,4.1,6.404600402357152,4.0660295395308355,0.971223241777408,5.076743005213724
2023-01-01,1898.6,81.741,155193.4626,4.33,6.327178517960097,5.671508877386322,-0.8885245981147927,4.7325915278116915
2023-02-01,1854.5,82.5995,153180.77275,4.57,5.957820738137087,-2.322764141999367,1.0502685310921134,-1.2968908717421623
2023-03-01,1912.7,82.2665,157351.13455,4.65,4.917719362889961,3.138312213534644,-0.4031501401340343,2.7225099633139127
2023-04-01,2000.4,81.9685,163969.78740000003,4.83,4.950079879124369,4.585141423119143,-0.36223736271749907,4.206294965033686
2023-05-01,1990.2,82.2977,163788.88254000002,5.06,4.131851231385042,-0.5098980203959269,0.40161769460218544,-0.11032816646806554
2023-06-01,1942.9,82.2252,159755.34108,5.08,3.070617072997095,-2.3766455632599714,-0.08809480702377526,-2.462646668961155
2023-07-01,1948.9,82.1565,160114.80285,5.12,3.287749268428297,0.30881671727829296,-0.08355102815196247,0.22500766958395424
2023-08-01,1920.0,82.8122,158999.424,5.33,3.722504803505289,-1.4828877828518716,0.7981109224468153,-0.6966119497676448
2023-09-01,1917.0,83.07,159245.18999999997,5.33,3.687206638119256,-0.15625000000000222,0.31130678813022783,0.1545703712737767
2023-10-01,1913.0,83.2162,159192.5906,5.33,3.2512659098611785,-0.20865936358893666,0.175996147827151,-0.033030448203785756
2023-11-01,1985.3,83.266,165307.9898,5.33,3.133346274591186,3.779404077365389,0.05984411689070601,3.8415099452499435
2023-12-01,2029.3,83.254,168947.3422,5.33,3.3159099427102934,2.216289729511911,-0.01441164460884714,2.2015586811037435
2024-01-01,2034.0,83.1119,169049.60460000002,5.33,3.0883429864855705,0.2316069580643676,-0.17068248973022282,0.06052915581171714
2024-02-01,2023.2,82.9485,167821.4052,5.33,3.157074141648697,-0.5309734513274322,-0.1966024119289922,-0.7265319566444051
2024-03-01,2158.0,83.0214,179160.1812,5.33,3.4868349120836584,6.662712534598647,0.08788585688710437,6.756453973488696
2024-04-01,2335.5,83.3968,194773.22639999999,5.33,3.3607951262196734,8.225208526413352,0.45217257237291086,8.714573235763169
2024-05-01,2352.1,83.3873,196135.26833,5.33,3.244278584003113,0.7107685720402435,-0.011391324367360234,0.6992962817193416
2024-06-01,2326.3,83.46,194152.998,5.33,2.9702579486470926,-1.0968921389396646,0.08718353993952821,-1.010664908396186
2024-07-01,2395.3,83.5895,200221.92935000002,5.33,2.9414757935583014,2.9660834802046177,0.15516415049126042,3.125849928930813
2024-08-01,2468.0,83.8855,207029.414,5.33,2.607144490692037,3.0351104245814664,0.3541114613677454,3.39996955982782
2024-09-01,2567.1,83.791,215099.8761,5.13,2.4264830315416708,4.015397082658012,-0.1126535575278198,3.8982200374677145
2024-10-01,2690.1,84.005,225981.85049999997,4.83,2.578844053871343,4.791398854738804,0.255397357711451,5.0590333185226655
2024-11-01,2650.7,84.3326,223540.42281999998,4.64,2.719472461284833,-1.4646295676740695,0.3899767870960025,-1.0803644959089254
2024-12-01,2644.1,84.9686,224665.47525999998,4.48,2.870690967509981,-0.2489908326102519,0.7541567555132911,0.5032881417182944
2025-01-01,2709.7,86.2652,233752.81243999998,4.33,2.9909783078999608,2.480995423773691,1.5259754780001078,4.044830283550893
2025-02-01,2894.7,87.0637,252023.29239,4.33,2.8015834477613355,6.827324058013806,0.925633975229867,7.816154064323699
2025-03-01,2983.3,86.5214,258119.29262000002,4.33,2.381981462805549,3.060766227933831,-0.6228772726176279,2.418824138114428
2025-04-01,3207.5,85.5768,274487.586,4.33,2.32538823025783,7.515167767237618,-1.091753022951536,6.34136767300737
2025-05-01,3278.0,85.2462,279437.04360000003,4.33,2.3772651073680877,2.197973499610284,-0.3863196567293947,1.803162639202216
2025-06-01,3352.0,85.8765,287858.028,4.33,2.680453865910226,2.2574740695546103,0.7393877967580842,3.013553354097942
2025-07-01,3338.3,86.1714,287665.98462000006,4.33,2.742618052167134,-0.4087112171837659,0.34340011528184444,-0.0667146166928978
2025-08-01,3363.0,87.5695,294496.2285,4.33,2.9385917430316155,0.7398975526465401,1.6224640658037304,2.3743661903657287
2025-09-01,3665.2,88.3214,323715.59527999995,4.22,3.022571584713329,8.986024382991364,0.8586322863554097,9.921813575958893
2025-10-01,4053.3,88.3691,358186.47303000005,4.09,2.729136238202212,10.588780966932232,0.05400729608000532,10.648506977300332
2025-11-01,4083.0,88.8444,362751.68519999995,3.88,2.6964439164939518,0.7327362889497424,0.5378576900749055,1.2745350575027237
2025-12-01,4289.5,90.035,386205.1325,3.72,2.653304114557753,5.057555718834195,1.3400957179068085,6.465427524359857
2026-01-01,4744.5,90.9025,431286.91125,3.64,2.391201432150014,10.60729688774915,0.9635141889265286,11.673013887250704
2026-02-01,5019.5,90.7458,455498.5431,3.64,2.4340041103732224,5.796185056381065,-0.17238249773108283,5.613810950076692
